"time","dLATRAM.dataOut[1]","dLATRAM.dataOut[2]"
0,2,2
0.08,2,2
0.16,2,2
0.24,2,2
0.32,2,2
0.4,2,2
0.48,2,2
0.56,2,2
0.64,2,2
0.72,2,2
0.8,2,2
0.88,2,2
0.96,2,2
1.04,2,2
1.12,2,2
1.2,2,2
1.28,2,2
1.36,2,2
1.44,2,2
1.52,2,2
1.6,2,2
1.68,2,2
1.76,2,2
1.84,2,2
1.92,2,2
2,2,2
2.08,2,2
2.16,2,2
2.24,2,2
2.32,2,2
2.4,2,2
2.48,2,2
2.56,2,2
2.64,2,2
2.72,2,2
2.8,2,2
2.88,2,2
2.96,2,2
3.04,2,2
3.12,2,2
3.2,2,2
3.28,2,2
3.36,2,2
3.44,2,2
3.52,2,2
3.6,2,2
3.68,2,2
3.76,2,2
3.84,2,2
3.92,2,2
4,2,2
4.08,2,2
4.16,2,2
4.24,2,2
4.32,2,2
4.4,2,2
4.48,2,2
4.56,2,2
4.64,2,2
4.72,2,2
4.8,2,2
4.88,2,2
4.96,2,2
5,2,2
5,2,2
5.04,2,2
5.12,2,2
5.2,2,2
5.28,2,2
5.36,2,2
5.44,2,2
5.52,2,2
5.6,2,2
5.68,2,2
5.76,2,2
5.84,2,2
5.92,2,2
6,2,2
6.08,2,2
6.16,2,2
6.24,2,2
6.32,2,2
6.4,2,2
6.48,2,2
6.56,2,2
6.64,2,2
6.72,2,2
6.8,2,2
6.88,2,2
6.96,2,2
7.04,2,2
7.12,2,2
7.2,2,2
7.28,2,2
7.36,2,2
7.44,2,2
7.52,2,2
7.6,2,2
7.68,2,2
7.76,2,2
7.84,2,2
7.92,2,2
8,2,2
8.08,2,2
8.16,2,2
8.24,2,2
8.32,2,2
8.4,2,2
8.48,2,2
8.56,2,2
8.64,2,2
8.72,2,2
8.8,2,2
8.88,2,2
8.96,2,2
9.04,2,2
9.12,2,2
9.2,2,2
9.28,2,2
9.36,2,2
9.44,2,2
9.52,2,2
9.6,2,2
9.68,2,2
9.76,2,2
9.84,2,2
9.92,2,2
10,2,2
10,2,2
10.08,2,2
10.16,2,2
10.24,2,2
10.32,2,2
10.4,2,2
10.48,2,2
10.56,2,2
10.64,2,2
10.72,2,2
10.8,2,2
10.88,2,2
10.96,2,2
11.04,2,2
11.12,2,2
11.2,2,2
11.28,2,2
11.36,2,2
11.44,2,2
11.52,2,2
11.6,2,2
11.68,2,2
11.76,2,2
11.84,2,2
11.92,2,2
12,2,2
12.08,2,2
12.16,2,2
12.24,2,2
12.32,2,2
12.4,2,2
12.48,2,2
12.56,2,2
12.64,2,2
12.72,2,2
12.8,2,2
12.88,2,2
12.96,2,2
13.04,2,2
13.12,2,2
13.2,2,2
13.28,2,2
13.36,2,2
13.44,2,2
13.52,2,2
13.6,2,2
13.68,2,2
13.76,2,2
13.84,2,2
13.92,2,2
14,2,2
14.08,2,2
14.16,2,2
14.24,2,2
14.32,2,2
14.4,2,2
14.48,2,2
14.56,2,2
14.64,2,2
14.72,2,2
14.8,2,2
14.88,2,2
14.96,2,2
15,2,2
15,2,2
15.04,2,2
15.12,2,2
15.2,2,2
15.28,2,2
15.36,2,2
15.44,2,2
15.52,2,2
15.6,2,2
15.68,2,2
15.76,2,2
15.84,2,2
15.92,2,2
16,2,2
16.08,2,2
16.16,2,2
16.24,2,2
16.32,2,2
16.4,2,2
16.48,2,2
16.56,2,2
16.64,2,2
16.72,2,2
16.8,2,2
16.88,2,2
16.96,2,2
17.04,2,2
17.12,2,2
17.2,2,2
17.28,2,2
17.36,2,2
17.44,2,2
17.52,2,2
17.6,2,2
17.68,2,2
17.76,2,2
17.84,2,2
17.92,2,2
18,2,2
18.08,2,2
18.16,2,2
18.24,2,2
18.32,2,2
18.4,2,2
18.48,2,2
18.56,2,2
18.64,2,2
18.72,2,2
18.8,2,2
18.88,2,2
18.96,2,2
19.04,2,2
19.12,2,2
19.2,2,2
19.28,2,2
19.36,2,2
19.44,2,2
19.52,2,2
19.6,2,2
19.68,2,2
19.76,2,2
19.84,2,2
19.92,2,2
20,2,2
20,2,2
20.08,2,2
20.16,2,2
20.24,2,2
20.32,2,2
20.4,2,2
20.48,2,2
20.56,2,2
20.64,2,2
20.72,2,2
20.8,2,2
20.88,2,2
20.96,2,2
21.04,2,2
21.12,2,2
21.2,2,2
21.28,2,2
21.36,2,2
21.44,2,2
21.52,2,2
21.6,2,2
21.68,2,2
21.76,2,2
21.84,2,2
21.92,2,2
22,2,2
22.08,2,2
22.16,2,2
22.24,2,2
22.32,2,2
22.4,2,2
22.48,2,2
22.56,2,2
22.64,2,2
22.72,2,2
22.8,2,2
22.88,2,2
22.96,2,2
23.04,2,2
23.12,2,2
23.2,2,2
23.28,2,2
23.36,2,2
23.44,2,2
23.52,2,2
23.6,2,2
23.68,2,2
23.76,2,2
23.84,2,2
23.92,2,2
24,2,2
24.08,2,2
24.16,2,2
24.24,2,2
24.32,2,2
24.4,2,2
24.48,2,2
24.56,2,2
24.64,2,2
24.72,2,2
24.8,2,2
24.88,2,2
24.96,2,2
25,2,2
25,2,2
25.04,2,2
25.12,2,2
25.2,2,2
25.28,2,2
25.36,2,2
25.44,2,2
25.52,2,2
25.6,2,2
25.68,2,2
25.76,2,2
25.84,2,2
25.92,2,2
26,2,2
26.08,2,2
26.16,2,2
26.24,2,2
26.32,2,2
26.4,2,2
26.48,2,2
26.56,2,2
26.64,2,2
26.72,2,2
26.8,2,2
26.88,2,2
26.96,2,2
27.04,2,2
27.12,2,2
27.2,2,2
27.28,2,2
27.36,2,2
27.44,2,2
27.52,2,2
27.6,2,2
27.68,2,2
27.76,2,2
27.84,2,2
27.92,2,2
28,2,2
28.08,2,2
28.16,2,2
28.24,2,2
28.32,2,2
28.4,2,2
28.48,2,2
28.56,2,2
28.64,2,2
28.72,2,2
28.8,2,2
28.88,2,2
28.96,2,2
29.04,2,2
29.12,2,2
29.2,2,2
29.28,2,2
29.36,2,2
29.44,2,2
29.52,2,2
29.6,2,2
29.68,2,2
29.76,2,2
29.84,2,2
29.92,2,2
30,2,2
30,2,2
30.08,2,2
30.16,2,2
30.24,2,2
30.32,2,2
30.4,2,2
30.48,2,2
30.56,2,2
30.64,2,2
30.72,2,2
30.8,2,2
30.88,2,2
30.96,2,2
31.04,2,2
31.12,2,2
31.2,2,2
31.28,2,2
31.36,2,2
31.44,2,2
31.52,2,2
31.6,2,2
31.68,2,2
31.76,2,2
31.84,2,2
31.92,2,2
32,2,2
32.08,2,2
32.16,2,2
32.24,2,2
32.32,2,2
32.4,2,2
32.48,2,2
32.56,2,2
32.64,2,2
32.72,2,2
32.8,2,2
32.88,2,2
32.96,2,2
33.04,2,2
33.12,2,2
33.2,2,2
33.28,2,2
33.36,2,2
33.44,2,2
33.52,2,2
33.6,2,2
33.68,2,2
33.76,2,2
33.84,2,2
33.92,2,2
34,2,2
34.08,2,2
34.16,2,2
34.24,2,2
34.32,2,2
34.4,2,2
34.48,2,2
34.56,2,2
34.64,2,2
34.72,2,2
34.8,2,2
34.88,2,2
34.96,2,2
35,2,2
35,2,2
35.04,2,2
35.12,2,2
35.2,2,2
35.28,2,2
35.36,2,2
35.44,2,2
35.52,2,2
35.6,2,2
35.68,2,2
35.76,2,2
35.84,2,2
35.92,2,2
36,2,2
36.08,2,2
36.16,2,2
36.24,2,2
36.32,2,2
36.4,2,2
36.48,2,2
36.56,2,2
36.64,2,2
36.72,2,2
36.8,2,2
36.88,2,2
36.96,2,2
37.04,2,2
37.12,2,2
37.2,2,2
37.28,2,2
37.36,2,2
37.44,2,2
37.52,2,2
37.6,2,2
37.68,2,2
37.76,2,2
37.84,2,2
37.92,2,2
38,2,2
38.08,2,2
38.16,2,2
38.24,2,2
38.32,2,2
38.4,2,2
38.48,2,2
38.56,2,2
38.64,2,2
38.72,2,2
38.8,2,2
38.88,2,2
38.96,2,2
39.04,2,2
39.12,2,2
39.2,2,2
39.28,2,2
39.36,2,2
39.44,2,2
39.52,2,2
39.6,2,2
39.68,2,2
39.76,2,2
39.84,2,2
39.92,2,2
40,2,2
40,2,2
40.08,2,2
40.16,2,2
40.24,2,2
40.32,2,2
40.4,2,2
40.48,2,2
40.56,2,2
40.64,2,2
40.72,2,2
40.8,2,2
40.88,2,2
40.96,2,2
41.04,2,2
41.12,2,2
41.2,2,2
41.28,2,2
41.36,2,2
41.44,2,2
41.52,2,2
41.6,2,2
41.68,2,2
41.76,2,2
41.84,2,2
41.92,2,2
42,2,2
42.08,2,2
42.16,2,2
42.24,2,2
42.32,2,2
42.4,2,2
42.48,2,2
42.56,2,2
42.64,2,2
42.72,2,2
42.8,2,2
42.88,2,2
42.96,2,2
43.04,2,2
43.12,2,2
43.2,2,2
43.28,2,2
43.36,2,2
43.44,2,2
43.52,2,2
43.6,2,2
43.68,2,2
43.76,2,2
43.84,2,2
43.92,2,2
44,2,2
44.08,2,2
44.16,2,2
44.24,2,2
44.32,2,2
44.4,2,2
44.48,2,2
44.56,2,2
44.64,2,2
44.72,2,2
44.8,2,2
44.88,2,2
44.96,2,2
45,2,2
45,2,2
45.04,2,2
45.12,2,2
45.2,2,2
45.28,2,2
45.36,2,2
45.44,2,2
45.52,2,2
45.6,2,2
45.68,2,2
45.76,2,2
45.84,2,2
45.92,2,2
46,2,2
46.08,2,2
46.16,2,2
46.24,2,2
46.32,2,2
46.4,2,2
46.48,2,2
46.56,2,2
46.64,2,2
46.72,2,2
46.8,2,2
46.88,2,2
46.96,2,2
47.04,2,2
47.12,2,2
47.2,2,2
47.28,2,2
47.36,2,2
47.44,2,2
47.52,2,2
47.6,2,2
47.68,2,2
47.76,2,2
47.84,2,2
47.92,2,2
48,2,2
48.08,2,2
48.16,2,2
48.24,2,2
48.32,2,2
48.4,2,2
48.48,2,2
48.56,2,2
48.64,2,2
48.72,2,2
48.8,2,2
48.88,2,2
48.96,2,2
49.04,2,2
49.12,2,2
49.2,2,2
49.28,2,2
49.36,2,2
49.44,2,2
49.52,2,2
49.6,2,2
49.68,2,2
49.76,2,2
49.84,2,2
49.92,2,2
50,2,2
50,2,2
50.08,2,2
50.16,2,2
50.24,2,2
50.32,2,2
50.4,2,2
50.48,2,2
50.56,2,2
50.64,2,2
50.72,2,2
50.8,2,2
50.88,2,2
50.96,2,2
51.04,2,2
51.12,2,2
51.2,2,2
51.28,2,2
51.36,2,2
51.44,2,2
51.52,2,2
51.6,2,2
51.68,2,2
51.76,2,2
51.84,2,2
51.92,2,2
52,2,2
52.08,2,2
52.16,2,2
52.24,2,2
52.32,2,2
52.4,2,2
52.48,2,2
52.56,2,2
52.64,2,2
52.72,2,2
52.8,2,2
52.88,2,2
52.96,2,2
53.04,2,2
53.12,2,2
53.2,2,2
53.28,2,2
53.36,2,2
53.44,2,2
53.52,2,2
53.6,2,2
53.68,2,2
53.76,2,2
53.84,2,2
53.92,2,2
54,2,2
54.08,2,2
54.16,2,2
54.24,2,2
54.32,2,2
54.4,2,2
54.48,2,2
54.56,2,2
54.64,2,2
54.72,2,2
54.8,2,2
54.88,2,2
54.96,2,2
55,2,2
55,2,2
55.04,2,2
55.12,2,2
55.2,2,2
55.28,2,2
55.36,2,2
55.44,2,2
55.52,2,2
55.6,2,2
55.68,2,2
55.76,2,2
55.84,2,2
55.92,2,2
56,2,2
56.08,2,2
56.16,2,2
56.24,2,2
56.32,2,2
56.4,2,2
56.48,2,2
56.56,2,2
56.64,2,2
56.72,2,2
56.8,2,2
56.88,2,2
56.96,2,2
57.04,2,2
57.12,2,2
57.2,2,2
57.28,2,2
57.36,2,2
57.44,2,2
57.52,2,2
57.6,2,2
57.68,2,2
57.76,2,2
57.84,2,2
57.92,2,2
58,2,2
58.08,2,2
58.16,2,2
58.24,2,2
58.32,2,2
58.4,2,2
58.48,2,2
58.56,2,2
58.64,2,2
58.72,2,2
58.8,2,2
58.88,2,2
58.96,2,2
59.04,2,2
59.12,2,2
59.2,2,2
59.28,2,2
59.36,2,2
59.44,2,2
59.52,2,2
59.6,2,2
59.68,2,2
59.76,2,2
59.84,2,2
59.92,2,2
60,2,2
60,2,2
60.08,2,2
60.16,2,2
60.24,2,2
60.32,2,2
60.4,2,2
60.48,2,2
60.56,2,2
60.64,2,2
60.72,2,2
60.8,2,2
60.88,2,2
60.96,2,2
61.04,2,2
61.12,2,2
61.2,2,2
61.28,2,2
61.36,2,2
61.44,2,2
61.52,2,2
61.6,2,2
61.68,2,2
61.76,2,2
61.84,2,2
61.92,2,2
62,2,2
62.08,2,2
62.16,2,2
62.24,2,2
62.32,2,2
62.4,2,2
62.48,2,2
62.56,2,2
62.64,2,2
62.72,2,2
62.8,2,2
62.88,2,2
62.96,2,2
63.04,2,2
63.12,2,2
63.2,2,2
63.28,2,2
63.36,2,2
63.44,2,2
63.52,2,2
63.6,2,2
63.68,2,2
63.76,2,2
63.84,2,2
63.92,2,2
64,2,2
64.08,2,2
64.16,2,2
64.24,2,2
64.32,2,2
64.4,2,2
64.48,2,2
64.56,2,2
64.64,2,2
64.72,2,2
64.8,2,2
64.88,2,2
64.96,2,2
65,2,2
65,2,2
65.04,2,2
65.12,2,2
65.2,2,2
65.28,2,2
65.36,2,2
65.44,2,2
65.52,2,2
65.6,2,2
65.68,2,2
65.76,2,2
65.84,2,2
65.92,2,2
66,2,2
66.08,2,2
66.16,2,2
66.24,2,2
66.32,2,2
66.4,2,2
66.48,2,2
66.56,2,2
66.64,2,2
66.72,2,2
66.8,2,2
66.88,2,2
66.96,2,2
67.04,2,2
67.12,2,2
67.2,2,2
67.28,2,2
67.36,2,2
67.44,2,2
67.52,2,2
67.6,2,2
67.68,2,2
67.76,2,2
67.84,2,2
67.92,2,2
68,2,2
68.08,2,2
68.16,2,2
68.24,2,2
68.32,2,2
68.4,2,2
68.48,2,2
68.56,2,2
68.64,2,2
68.72,2,2
68.8,2,2
68.88,2,2
68.96,2,2
69.04,2,2
69.12,2,2
69.2,2,2
69.28,2,2
69.36,2,2
69.44,2,2
69.52,2,2
69.6,2,2
69.68,2,2
69.76,2,2
69.84,2,2
69.92,2,2
70,2,2
70,2,2
70.08,2,2
70.16,2,2
70.24,2,2
70.32,2,2
70.4,2,2
70.48,2,2
70.56,2,2
70.64,2,2
70.72,2,2
70.8,2,2
70.88,2,2
70.96,2,2
71.04,2,2
71.12,2,2
71.2,2,2
71.28,2,2
71.36,2,2
71.44,2,2
71.52,2,2
71.6,2,2
71.68,2,2
71.76,2,2
71.84,2,2
71.92,2,2
72,2,2
72.08,2,2
72.16,2,2
72.24,2,2
72.32,2,2
72.4,2,2
72.48,2,2
72.56,2,2
72.64,2,2
72.72,2,2
72.8,2,2
72.88,2,2
72.96,2,2
73.04,2,2
73.12,2,2
73.2,2,2
73.28,2,2
73.36,2,2
73.44,2,2
73.52,2,2
73.6,2,2
73.68,2,2
73.76,2,2
73.84,2,2
73.92,2,2
74,2,2
74.08,2,2
74.16,2,2
74.24,2,2
74.32,2,2
74.4,2,2
74.48,2,2
74.56,2,2
74.64,2,2
74.72,2,2
74.8,2,2
74.88,2,2
74.96,2,2
75,2,2
75,2,2
75.04,2,2
75.12,2,2
75.2,2,2
75.28,2,2
75.36,2,2
75.44,2,2
75.52,2,2
75.6,2,2
75.68,2,2
75.76,2,2
75.84,2,2
75.92,2,2
76,2,2
76.08,2,2
76.16,2,2
76.24,2,2
76.32,2,2
76.4,2,2
76.48,2,2
76.56,2,2
76.64,2,2
76.72,2,2
76.8,2,2
76.88,2,2
76.96,2,2
77.04,2,2
77.12,2,2
77.2,2,2
77.28,2,2
77.36,2,2
77.44,2,2
77.52,2,2
77.6,2,2
77.68,2,2
77.76,2,2
77.84,2,2
77.92,2,2
78,2,2
78.08,2,2
78.16,2,2
78.24,2,2
78.32,2,2
78.4,2,2
78.48,2,2
78.56,2,2
78.64,2,2
78.72,2,2
78.8,2,2
78.88,2,2
78.96,2,2
79.04,2,2
79.12,2,2
79.2,2,2
79.28,2,2
79.36,2,2
79.44,2,2
79.52,2,2
79.6,2,2
79.68,2,2
79.76,2,2
79.84,2,2
79.92,2,2
80,2,2
80,2,2
80.08,2,2
80.16,2,2
80.24,2,2
80.32,2,2
80.4,2,2
80.48,2,2
80.56,2,2
80.64,2,2
80.72,2,2
80.8,2,2
80.88,2,2
80.96,2,2
81.04,2,2
81.12,2,2
81.2,2,2
81.28,2,2
81.36,2,2
81.44,2,2
81.52,2,2
81.6,2,2
81.68,2,2
81.76,2,2
81.84,2,2
81.92,2,2
82,2,2
82.08,2,2
82.16,2,2
82.24,2,2
82.32,2,2
82.4,2,2
82.48,2,2
82.56,2,2
82.64,2,2
82.72,2,2
82.8,2,2
82.88,2,2
82.96,2,2
83.04,2,2
83.12,2,2
83.2,2,2
83.28,2,2
83.36,2,2
83.44,2,2
83.52,2,2
83.6,2,2
83.68,2,2
83.76,2,2
83.84,2,2
83.92,2,2
84,2,2
84.08,2,2
84.16,2,2
84.24,2,2
84.32,2,2
84.4,2,2
84.48,2,2
84.56,2,2
84.64,2,2
84.72,2,2
84.8,2,2
84.88,2,2
84.96,2,2
85,2,2
85,2,2
85.04,2,2
85.12,2,2
85.2,2,2
85.28,2,2
85.36,2,2
85.44,2,2
85.52,2,2
85.6,2,2
85.68,2,2
85.76,2,2
85.84,2,2
85.92,2,2
86,2,2
86.08,2,2
86.16,2,2
86.24,2,2
86.32,2,2
86.4,2,2
86.48,2,2
86.56,2,2
86.64,2,2
86.72,2,2
86.8,2,2
86.88,2,2
86.96,2,2
87.04,2,2
87.12,2,2
87.2,2,2
87.28,2,2
87.36,2,2
87.44,2,2
87.52,2,2
87.6,2,2
87.68,2,2
87.76,2,2
87.84,2,2
87.92,2,2
88,2,2
88.08,2,2
88.16,2,2
88.24,2,2
88.32,2,2
88.4,2,2
88.48,2,2
88.56,2,2
88.64,2,2
88.72,2,2
88.8,2,2
88.88,2,2
88.96,2,2
89.04,2,2
89.12,2,2
89.2,2,2
89.28,2,2
89.36,2,2
89.44,2,2
89.52,2,2
89.6,2,2
89.68,2,2
89.76,2,2
89.84,2,2
89.92,2,2
90,2,2
90,2,2
90.08,2,2
90.16,2,2
90.24,2,2
90.32,2,2
90.4,2,2
90.48,2,2
90.56,2,2
90.64,2,2
90.72,2,2
90.8,2,2
90.88,2,2
90.96,2,2
91.04,2,2
91.12,2,2
91.2,2,2
91.28,2,2
91.36,2,2
91.44,2,2
91.52,2,2
91.6,2,2
91.68,2,2
91.76,2,2
91.84,2,2
91.92,2,2
92,2,2
92.08,2,2
92.16,2,2
92.24,2,2
92.32,2,2
92.4,2,2
92.48,2,2
92.56,2,2
92.64,2,2
92.72,2,2
92.8,2,2
92.88,2,2
92.96,2,2
93.04,2,2
93.12,2,2
93.2,2,2
93.28,2,2
93.36,2,2
93.44,2,2
93.52,2,2
93.6,2,2
93.68,2,2
93.76,2,2
93.84,2,2
93.92,2,2
94,2,2
94.08,2,2
94.16,2,2
94.24,2,2
94.32,2,2
94.4,2,2
94.48,2,2
94.56,2,2
94.64,2,2
94.72,2,2
94.8,2,2
94.88,2,2
94.96,2,2
95,2,2
95,2,2
95.04,2,2
95.12,2,2
95.2,2,2
95.28,2,2
95.36,2,2
95.44,2,2
95.52,2,2
95.6,2,2
95.68,2,2
95.76,2,2
95.84,2,2
95.92,2,2
96,2,2
96.08,2,2
96.16,2,2
96.24,2,2
96.32,2,2
96.4,2,2
96.48,2,2
96.56,2,2
96.64,2,2
96.72,2,2
96.8,2,2
96.88,2,2
96.96,2,2
97.04,2,2
97.12,2,2
97.2,2,2
97.28,2,2
97.36,2,2
97.44,2,2
97.52,2,2
97.6,2,2
97.68,2,2
97.76,2,2
97.84,2,2
97.92,2,2
98,2,2
98.08,2,2
98.16,2,2
98.24,2,2
98.32,2,2
98.4,2,2
98.48,2,2
98.56,2,2
98.64,2,2
98.72,2,2
98.8,2,2
98.88,2,2
98.96,2,2
99.04,2,2
99.12,2,2
99.2,2,2
99.28,2,2
99.36,2,2
99.44,2,2
99.52,2,2
99.6,2,2
99.68,2,2
99.76,2,2
99.84,2,2
99.92,2,2
100,2,2
100,3,3
100.08,3,3
100.16,3,3
100.24,3,3
100.32,3,3
100.4,3,3
100.48,3,3
100.56,3,3
100.64,3,3
100.72,3,3
100.8,3,3
100.88,3,3
100.96,3,3
101.04,3,3
101.12,3,3
101.2,3,3
101.28,3,3
101.36,3,3
101.44,3,3
101.52,3,3
101.6,3,3
101.68,3,3
101.76,3,3
101.84,3,3
101.92,3,3
102,3,3
102.08,3,3
102.16,3,3
102.24,3,3
102.32,3,3
102.4,3,3
102.48,3,3
102.56,3,3
102.64,3,3
102.72,3,3
102.8,3,3
102.88,3,3
102.96,3,3
103.04,3,3
103.12,3,3
103.2,3,3
103.28,3,3
103.36,3,3
103.44,3,3
103.52,3,3
103.6,3,3
103.68,3,3
103.76,3,3
103.84,3,3
103.92,3,3
104,3,3
104.08,3,3
104.16,3,3
104.24,3,3
104.32,3,3
104.4,3,3
104.48,3,3
104.56,3,3
104.64,3,3
104.72,3,3
104.8,3,3
104.88,3,3
104.96,3,3
105,3,3
105,3,3
105.04,3,3
105.12,3,3
105.2,3,3
105.28,3,3
105.36,3,3
105.44,3,3
105.52,3,3
105.6,3,3
105.68,3,3
105.76,3,3
105.84,3,3
105.92,3,3
106,3,3
106.08,3,3
106.16,3,3
106.24,3,3
106.32,3,3
106.4,3,3
106.48,3,3
106.56,3,3
106.64,3,3
106.72,3,3
106.8,3,3
106.88,3,3
106.96,3,3
107.04,3,3
107.12,3,3
107.2,3,3
107.28,3,3
107.36,3,3
