"time","medium.h","medium.p"
0,800000,2000
0.005,800400,7000
0.01,800800,12000
0.015,801200,17000
0.02,801600,22000
0.025,802000,27000
0.03,802400,32000
0.035,802800,37000
0.04,803200,42000
0.045,803600,47000
0.05,804000,52000
0.055,804400,57000
0.06,804800,62000
0.065,805200,67000
0.07,805600,72000
0.075,806000,77000
0.08,806400,82000
0.085,806800,87000
0.09,807200,92000
0.095,807600,97000
0.1,808000,102000
0.105,808400,107000
0.11,808800,112000
0.115,809200,117000
0.12,809600,122000
0.125,810000,127000
0.13,810400,132000
0.135,810800,137000
0.14,811200,142000
0.145,811600,147000
0.15,812000,152000
0.155,812400,157000
0.16,812800,162000
0.165,813200,167000
0.17,813600,172000
0.175,814000,177000
0.18,814400,182000
0.185,814800,187000
0.19,815200,192000
0.195,815600,197000
0.2,816000,202000
0.205,816400,207000
0.21,816800,212000
0.215,817200,217000
0.22,817600,222000
0.225,818000,227000
0.23,818400,232000
0.235,818800,237000
0.24,819200,242000
0.245,819600,247000
0.25,820000,252000
0.255,820400,257000
0.26,820800,262000
0.265,821200,267000
0.27,821600,272000
0.275,822000,277000
0.28,822400,282000
0.285,822800,287000
0.29,823200,292000
0.295,823600,297000
0.3,824000,302000
0.305,824400,307000
0.31,824800,312000
0.315,825200,317000
0.32,825600,322000
0.325,826000,327000
0.33,826400,332000
0.335,826800,337000
0.34,827200,342000
0.345,827600,347000
0.35,828000,352000
0.355,828400,357000
0.36,828800,362000
0.365,829200,367000
0.37,829600,372000
0.375,830000,377000
0.38,830400,382000
0.385,830800,387000
0.39,831200,392000
0.395,831600,397000
0.4,832000,402000
0.405,832400,407000
0.41,832800,412000
0.415,833200,417000
0.42,833600,422000
0.425,834000,427000
0.43,834400,432000
0.435,834800,437000
0.44,835200,442000
0.445,835600,447000
0.45,836000,452000
0.455,836400,457000
0.46,836800,462000
0.465,837200,467000
0.47,837600,472000
0.475,838000,477000
0.48,838400,482000
0.485,838800,487000
0.49,839200,492000
0.495,839600,497000
0.5,840000,502000
0.505,840400,507000
0.51,840800,512000
0.515,841200,517000
0.52,841600,522000
0.525,842000,527000
0.53,842400,532000
0.535,842800,537000
0.54,843200,542000
0.545,843600,547000
0.55,844000,552000
0.555,844400,557000
0.56,844800,562000
0.565,845200,567000
0.57,845600,572000
0.575,846000,577000
0.58,846400,582000
0.585,846800,587000
0.59,847200,592000
0.595,847600,597000
0.6,848000,602000
0.605,848400,607000
0.61,848800,612000
0.615,849200,617000
0.62,849600,622000
0.625,850000,627000
0.63,850400,632000
0.635,850800,637000
0.64,851200,642000
0.645,851600,647000
0.65,852000,652000
0.655,852400,657000
0.66,852800,662000
0.665,853200,667000
0.67,853600,672000
0.675,854000,677000
0.68,854400,682000
0.685,854800,687000
0.69,855200,692000
0.695,855600,697000
0.7,856000,702000
0.705,856400,707000
0.71,856800,712000
0.715,857200,717000
0.72,857600,722000
0.725,858000,727000
0.73,858400,732000
0.735,858800,737000
0.74,859200,742000
0.745,859600,747000
0.75,860000,752000
0.755,860400,757000
0.76,860800,762000
0.765,861200,767000
0.77,861600,772000
0.775,862000,777000
0.78,862400,782000
0.785,862800,787000
0.79,863200,792000
0.795,863600,797000
0.8,864000,802000
0.805,864400,807000
0.81,864800,812000
0.815,865200,817000
0.82,865600,822000
0.825,866000,827000
0.83,866400,832000
0.835,866800,837000
0.84,867200,842000
0.845,867600,847000
0.85,868000,852000
0.855,868400,857000
0.86,868800,862000
0.865,869200,867000
0.87,869600,872000
0.875,870000,877000
0.88,870400,882000
0.885,870800,887000
0.89,871200,892000
0.895,871600,897000
0.9,872000,902000
0.905,872400,907000
0.91,872800,912000
0.915,873200,917000
0.92,873600,922000
0.925,874000,927000
0.93,874400,932000
0.935,874800,937000
0.94,875200,942000
0.945,875600,947000
0.95,876000,952000
0.955,876400,957000
0.96,876800,962000
0.965,877200,967000
0.97,877600,972000
0.975,878000,977000
0.98,878400,982000
0.985,878800,987000
0.99,879200,992000
0.995,879600,997000
1,880000,1002000
1.005,880400,1007000
1.01,880800,1012000
1.015,881200,1017000
1.02,881600,1022000
1.025,882000,1027000
1.03,882400,1032000
1.035,882800,1037000
1.04,883200,1042000
1.045,883600,1047000
1.05,884000,1052000
1.055,884400,1057000
1.06,884800,1062000
1.065,885200,1067000
1.07,885600,1072000
1.075,886000,1077000
1.08,886400,1082000
1.085,886800,1087000
1.09,887200,1092000
1.095,887600,1097000
1.1,888000,1102000
1.105,888400,1107000
1.11,888800,1112000
1.115,889200,1117000
1.12,889600,1122000
1.125,890000,1127000
1.13,890400,1132000
1.135,890800,1137000
1.14,891200,1142000
1.145,891600,1147000
1.15,892000,1152000
1.155,892400,1157000
1.16,892800,1162000
1.165,893200,1167000
1.17,893600,1172000
1.175,894000,1177000
1.18,894400,1182000
1.185,894800,1187000
1.19,895200,1192000
1.195,895600,1197000
1.2,896000,1202000
1.205,896400,1207000
1.21,896800,1212000
1.215,897200,1217000
1.22,897600,1222000
1.225,898000,1227000
1.23,898400,1232000
1.235,898800,1237000
1.24,899200,1242000
1.245,899600,1247000
1.25,900000,1252000
1.255,900400,1257000
1.26,900800,1262000
1.265,901200,1267000
1.27,901600,1272000
1.275,902000,1277000
1.28,902400,1282000
1.285,902800,1287000
1.29,903200,1292000
1.295,903600,1297000
1.3,904000,1302000
1.305,904400,1307000
1.31,904800,1312000
1.315,905200,1317000
1.32,905600,1322000
1.325,906000,1327000
1.33,906400,1332000
1.335,906800,1337000
1.34,907200,1342000
1.345,907600,1347000
1.35,908000,1352000
1.355,908400,1357000
1.36,908800,1362000
1.365,909200,1367000
1.37,909600,1372000
1.375,910000,1377000
1.38,910400,1382000
1.385,910800,1387000
1.39,911200,1392000
1.395,911600,1397000
1.4,912000,1402000
1.405,912400,1407000
1.41,912800,1412000
1.415,913200,1417000
1.42,913600,1422000
1.425,914000,1427000
1.43,914400,1432000
1.435,914800,1437000
1.44,915200,1442000
1.445,915600,1447000
1.45,916000,1452000
1.455,916400,1457000
1.46,916800,1462000
1.465,917200,1467000
1.47,917600,1472000
1.475,918000,1477000
1.48,918400,1482000
1.485,918800,1487000
1.49,919200,1492000
1.495,919600,1497000
1.5,920000,1502000
1.505,920400,1507000
1.51,920800,1512000
1.515,921200,1517000
1.52,921600,1522000
1.525,922000,1527000
1.53,922400,1532000
1.535,922800,1537000
1.54,923200,1542000
1.545,923600,1547000
1.55,924000,1552000
1.555,924400,1557000
1.56,924800,1562000
1.565,925200,1567000
1.57,925600,1572000
1.575,926000,1577000
1.58,926400,1582000
1.585,926800,1587000
1.59,927200,1592000
1.595,927600,1597000
1.6,928000,1602000
1.605,928400,1607000
1.61,928800,1612000
1.615,929200,1617000
1.62,929600,1622000
1.625,930000,1627000
1.63,930400,1632000
1.635,930800,1637000
1.64,931200,1642000
1.645,931600,1647000
1.65,932000,1652000
1.655,932400,1657000
1.66,932800,1662000
1.665,933200,1667000
1.67,933600,1672000
1.675,934000,1677000
1.68,934400,1682000
1.685,934800,1687000
1.69,935200,1692000
1.695,935600,1697000
1.7,936000,1702000
1.705,936400,1707000
1.71,936800,1712000
1.715,937200,1717000
1.72,937600,1722000
1.725,938000,1727000
1.73,938400,1732000
1.735,938800,1737000
1.74,939200,1742000
1.745,939600,1747000
1.75,940000,1752000
1.755,940400,1757000
1.76,940800,1762000
1.765,941200,1767000
1.77,941600,1772000
1.775,942000,1777000
1.78,942400,1782000
1.785,942800,1787000
1.79,943200,1792000
1.795,943600,1797000
1.8,944000,1802000
1.805,944400,1807000
1.81,944800,1812000
1.815,945200,1817000
1.82,945600,1822000
1.825,946000,1827000
1.83,946400,1832000
1.835,946800,1837000
1.84,947200,1842000
1.845,947600,1847000
1.85,948000,1852000
1.855,948400,1857000
1.86,948800,1862000
1.865,949200,1867000
1.87,949600,1872000
1.875,950000,1877000
1.88,950400,1882000
1.885,950800,1887000
1.89,951200,1892000
1.895,951600,1897000
1.9,952000,1902000
1.905,952400,1907000
1.91,952800,1912000
1.915,953200,1917000
1.92,953600,1922000
1.925,954000,1927000
1.93,954400,1932000
1.935,954800,1937000
1.94,955200,1942000
1.945,955600,1947000
1.95,956000,1952000
1.955,956400,1957000
1.96,956800,1962000
1.965,957200,1967000
1.97,957600,1972000
1.975,958000,1977000
1.98,958400,1982000
1.985,958800,1987000
1.99,959200,1992000
1.995,959600,1997000
2,960000,2002000
2.005,960400,2007000
2.01,960800,2012000
2.015,961200,2017000
2.02,961600,2022000
2.025,962000,2027000
2.03,962400,2032000
2.035,962800,2037000
2.04,963200,2042000
2.045,963600,2047000
2.05,964000,2052000
2.055,964400,2057000
2.06,964800,2062000
2.065,965200,2067000
2.07,965600,2072000
2.075,966000,2077000
2.08,966400,2082000
2.085,966800,2087000
2.09,967200,2092000
2.095,967600,2097000
2.1,968000,2102000
2.105,968400,2107000
2.11,968800,2112000
2.115,969200,2117000
2.12,969600,2122000
2.125,970000,2127000
2.13,970400,2132000
2.135,970800,2137000
2.14,971200,2142000
2.145,971600,2147000
2.15,972000,2152000
2.155,972400,2157000
2.16,972800,2162000
2.165,973200,2167000
2.17,973600,2172000
2.175,974000,2177000
2.18,974400,2182000
2.185,974800,2187000
2.19,975200,2192000
2.195,975600,2197000
2.2,976000,2202000
2.205,976400,2207000
2.21,976800,2212000
2.215,977200,2217000
2.22,977600,2222000
2.225,978000,2227000
2.23,978400,2232000
2.235,978800,2237000
2.24,979200,2242000
2.245,979600,2247000
2.25,980000,2252000
2.255,980400,2257000
2.26,980800,2262000
2.265,981200,2267000
2.27,981600,2272000
2.275,982000,2277000
2.28,982400,2282000
2.285,982800,2287000
2.29,983200,2292000
2.295,983600,2297000
2.3,984000,2302000
2.305,984400,2307000
2.31,984800,2312000
2.315,985200,2317000
2.32,985600,2322000
2.325,986000,2327000
2.33,986400,2332000
2.335,986800,2337000
2.34,987200,2342000
2.345,987600,2347000
2.35,988000,2352000
2.355,988400,2357000
2.36,988800,2362000
2.365,989200,2367000
2.37,989600,2372000
2.375,990000,2377000
2.38,990400,2382000
2.385,990800,2387000
2.39,991200,2392000
2.395,991600,2397000
2.4,992000,2402000
2.405,992400,2407000
2.41,992800,2412000
2.415,993200,2417000
2.42,993600,2422000
2.425,994000,2427000
2.43,994400,2432000
2.435,994800,2437000
2.44,995200,2442000
2.445,995600,2447000
2.45,996000,2452000
2.455,996400,2457000
2.46,996800,2462000
2.465,997200,2467000
2.47,997600,2472000
2.475,998000,2477000
2.48,998400,2482000
2.485,998800,2487000
2.49,999200,2492000
2.495,999600,2497000
2.5,1000000,2502000
2.505,1000400,2507000
2.51,1000800,2512000
2.515,1001200,2517000
2.52,1001600,2522000
2.525,1002000,2527000
2.53,1002400,2532000
2.535,1002800,2537000
2.54,1003200,2542000
2.545,1003600,2547000
2.55,1004000,2552000
2.555,1004400,2557000
2.56,1004800,2562000
2.565,1005200,2567000
2.57,1005600,2572000
2.575,1006000,2577000
2.58,1006400,2582000
2.585,1006800,2587000
2.59,1007200,2592000
2.595,1007600,2597000
2.6,1008000,2602000
2.605,1008400,2607000
2.61,1008800,2612000
2.615,1009200,2617000
2.62,1009600,2622000
2.625,1010000,2627000
2.63,1010400,2632000
2.635,1010800,2637000
2.64,1011200,2642000
2.645,1011600,2647000
2.65,1012000,2652000
2.655,1012400,2657000
2.66,1012800,2662000
2.665,1013200,2667000
2.67,1013600,2672000
2.675,1014000,2677000
2.68,1014400,2682000
2.685,1014800,2687000
2.69,1015200,2692000
2.695,1015600,2697000
2.7,1016000,2702000
2.705,1016400,2707000
2.71,1016800,2712000
2.715,1017200,2717000
2.72,1017600,2722000
2.725,1018000,2727000
2.73,1018400,2732000
2.735,1018800,2737000
2.74,1019200,2742000
2.745,1019600,2747000
2.75,1020000,2752000
2.755,1020400,2757000
2.76,1020800,2762000
2.765,1021200,2767000
2.77,1021600,2772000
2.775,1022000,2777000
2.78,1022400,2782000
2.785,1022800,2787000
2.79,1023200,2792000
2.795,1023600,2797000
2.8,1024000,2802000
2.805,1024400,2807000
2.81,1024800,2812000
2.815,1025200,2817000
2.82,1025600,2822000
2.825,1026000,2827000
2.83,1026400,2832000
2.835,1026800,2837000
2.84,1027200,2842000
2.845,1027600,2847000
2.85,1028000,2852000
2.855,1028400,2857000
2.86,1028800,2862000
2.865,1029200,2867000
2.87,1029600,2872000
2.875,1030000,2877000
2.88,1030400,2882000
2.885,1030800,2887000
2.89,1031200,2892000
2.895,1031600,2897000
2.9,1032000,2902000
2.905,1032400,2907000
2.91,1032800,2912000
2.915,1033200,2917000
2.92,1033600,2922000
2.925,1034000,2927000
2.93,1034400,2932000
2.935,1034800,2937000
2.94,1035200,2942000
2.945,1035600,2947000
2.95,1036000,2952000
2.955,1036400,2957000
2.96,1036800,2962000
2.965,1037200,2967000
2.97,1037600,2972000
2.975,1038000,2977000
2.98,1038400,2982000
2.985,1038800,2987000
2.99,1039200,2992000
2.995,1039600,2997000
3,1040000,3002000
3.005,1040400,3007000
3.01,1040800,3012000
3.015,1041200,3017000
3.02,1041600,3022000
3.025,1042000,3027000
3.03,1042400,3032000
3.035,1042800,3037000
3.04,1043200,3042000
3.045,1043600,3047000
3.05,1044000,3052000
3.055,1044400,3057000
3.06,1044800,3062000
3.065,1045200,3067000
3.07,1045600,3072000
3.075,1046000,3077000
3.08,1046400,3082000
3.085,1046800,3087000
3.09,1047200,3092000
3.095,1047600,3097000
3.1,1048000,3102000
3.105,1048400,3107000
3.11,1048800,3112000
3.115,1049200,3117000
3.12,1049600,3122000
3.125,1050000,3127000
3.13,1050400,3132000
3.135,1050800,3137000
3.14,1051200,3142000
3.145,1051600,3147000
3.15,1052000,3152000
3.155,1052400,3157000
3.16,1052800,3162000
3.165,1053200,3167000
3.17,1053600,3172000
3.175,1054000,3177000
3.18,1054400,3182000
3.185,1054800,3187000
3.19,1055200,3192000
3.195,1055600,3197000
3.2,1056000,3202000
3.205,1056400,3207000
3.21,1056800,3212000
3.215,1057200,3217000
3.22,1057600,3222000
3.225,1058000,3227000
3.23,1058400,3232000
3.235,1058800,3237000
3.24,1059200,3242000
3.245,1059600,3247000
3.25,1060000,3252000
3.255,1060400,3257000
3.26,1060800,3262000
3.265,1061200,3267000
3.27,1061600,3272000
3.275,1062000,3277000
3.28,1062400,3282000
3.285,1062800,3287000
3.29,1063200,3292000
3.295,1063600,3297000
3.3,1064000,3302000
3.305,1064400,3307000
3.31,1064800,3312000
3.315,1065200,3317000
3.32,1065600,3322000
3.325,1066000,3327000
3.33,1066400,3332000
3.335,1066800,3337000
3.34,1067200,3342000
3.345,1067600,3347000
3.35,1068000,3352000
3.355,1068400,3357000
3.36,1068800,3362000
3.365,1069200,3367000
3.37,1069600,3372000
3.375,1070000,3377000
3.38,1070400,3382000
3.385,1070800,3387000
3.39,1071200,3392000
3.395,1071600,3397000
3.4,1072000,3402000
3.405,1072400,3407000
3.41,1072800,3412000
3.415,1073200,3417000
3.42,1073600,3422000
3.425,1074000,3427000
3.43,1074400,3432000
3.435,1074800,3437000
3.44,1075200,3442000
3.445,1075600,3447000
3.45,1076000,3452000
3.455,1076400,3457000
3.46,1076800,3462000
3.465,1077200,3467000
3.47,1077600,3472000
3.475,1078000,3477000
3.48,1078400,3482000
3.485,1078800,3487000
3.49,1079200,3492000
3.495,1079600,3497000
3.5,1080000,3502000
3.505,1080400,3507000
3.51,1080800,3512000
3.515,1081200,3517000
3.52,1081600,3522000
3.525,1082000,3527000
3.53,1082400,3532000
3.535,1082800,3537000
3.54,1083200,3542000
3.545,1083600,3547000
3.55,1084000,3552000
3.555,1084400,3557000
3.56,1084800,3562000
3.565,1085200,3567000
3.57,1085600,3572000
3.575,1086000,3577000
3.58,1086400,3582000
3.585,1086800,3587000
3.59,1087200,3592000
3.595,1087600,3597000
3.6,1088000,3602000
3.605,1088400,3607000
3.61,1088800,3612000
3.615,1089200,3617000
3.62,1089600,3622000
3.625,1090000,3627000
3.63,1090400,3632000
3.635,1090800,3637000
3.64,1091200,3642000
3.645,1091600,3647000
3.65,1092000,3652000
3.655,1092400,3657000
3.66,1092800,3662000
3.665,1093200,3667000
3.67,1093600,3672000
3.675,1094000,3677000
3.68,1094400,3682000
3.685,1094800,3687000
3.69,1095200,3692000
3.695,1095600,3697000
3.7,1096000,3702000
3.705,1096400,3707000
3.71,1096800,3712000
3.715,1097200,3717000
3.72,1097600,3722000
3.725,1098000,3727000
3.73,1098400,3732000
3.735,1098800,3737000
3.74,1099200,3742000
3.745,1099600,3747000
3.75,1100000,3752000
3.755,1100400,3757000
3.76,1100800,3762000
3.765,1101200,3767000
3.77,1101600,3772000
3.775,1102000,3777000
3.78,1102400,3782000
3.785,1102800,3787000
3.79,1103200,3792000
3.795,1103600,3797000
3.8,1104000,3802000
3.805,1104400,3807000
3.81,1104800,3812000
3.815,1105200,3817000
3.82,1105600,3822000
3.825,1106000,3827000
3.83,1106400,3832000
3.835,1106800,3837000
3.84,1107200,3842000
3.845,1107600,3847000
3.85,1108000,3852000
3.855,1108400,3857000
3.86,1108800,3862000
3.865,1109200,3867000
3.87,1109600,3872000
3.875,1110000,3877000
3.88,1110400,3882000
3.885,1110800,3887000
3.89,1111200,3892000
3.895,1111600,3897000
3.9,1112000,3902000
3.905,1112400,3907000
3.91,1112800,3912000
3.915,1113200,3917000
3.92,1113600,3922000
3.925,1114000,3927000
3.93,1114400,3932000
3.935,1114800,3937000
3.94,1115200,3942000
3.945,1115600,3947000
3.95,1116000,3952000
3.955,1116400,3957000
3.96,1116800,3962000
3.965,1117200,3967000
3.97,1117600,3972000
3.975,1118000,3977000
3.98,1118400,3982000
3.985,1118800,3987000
3.99,1119200,3992000
3.995,1119600,3997000
4,1120000,4002000
4.005,1120400,4007000
4.01,1120800,4012000
4.015,1121200,4017000
4.02,1121600,4022000
4.025,1122000,4027000
4.03,1122400,4032000
4.035,1122800,4037000
4.04,1123200,4042000
4.045,1123600,4047000
4.05,1124000,4052000
4.055,1124400,4057000
4.06,1124800,4062000
4.065,1125200,4067000
4.07,1125600,4072000
4.075,1126000,4077000
4.08,1126400,4082000
4.085,1126800,4087000
4.09,1127200,4092000
4.095,1127600,4097000
4.1,1128000,4102000
4.105,1128400,4107000
4.11,1128800,4112000
4.115,1129200,4117000
4.12,1129600,4122000
4.125,1130000,4127000
4.13,1130400,4132000
4.135,1130800,4137000
4.14,1131200,4142000
4.145,1131600,4147000
4.15,1132000,4152000
4.155,1132400,4157000
4.16,1132800,4162000
4.165,1133200,4167000
4.17,1133600,4172000
4.175,1134000,4177000
4.18,1134400,4182000
4.185,1134800,4187000
4.19,1135200,4192000
4.195,1135600,4197000
4.2,1136000,4202000
4.205,1136400,4207000
4.21,1136800,4212000
4.215,1137200,4217000
4.22,1137600,4222000
4.225,1138000,4227000
4.23,1138400,4232000
4.235,1138800,4237000
4.24,1139200,4242000
4.245,1139600,4247000
4.25,1140000,4252000
4.255,1140400,4257000
4.26,1140800,4262000
4.265,1141200,4267000
4.27,1141600,4272000
4.275,1142000,4277000
4.28,1142400,4282000
4.285,1142800,4287000
4.29,1143200,4292000
4.295,1143600,4297000
4.3,1144000,4302000
4.305,1144400,4307000
4.31,1144800,4312000
4.315,1145200,4317000
4.32,1145600,4322000
4.325,1146000,4327000
4.33,1146400,4332000
4.335,1146800,4337000
4.34,1147200,4342000
4.345,1147600,4347000
4.35,1148000,4352000
4.355,1148400,4357000
4.36,1148800,4362000
4.365,1149200,4367000
4.37,1149600,4372000
4.375,1150000,4377000
4.38,1150400,4382000
4.385,1150800,4387000
4.39,1151200,4392000
4.395,1151600,4397000
4.4,1152000,4402000
4.405,1152400,4407000
4.41,1152800,4412000
4.415,1153200,4417000
4.42,1153600,4422000
4.425,1154000,4427000
4.43,1154400,4432000
4.435,1154800,4437000
4.44,1155200,4442000
4.445,1155600,4447000
4.45,1156000,4452000
4.455,1156400,4457000
4.46,1156800,4462000
4.465,1157200,4467000
4.47,1157600,4472000
4.475,1158000,4477000
4.48,1158400,4482000
4.485,1158800,4487000
4.49,1159200,4492000
4.495,1159600,4497000
4.5,1160000,4502000
4.505,1160400,4507000
4.51,1160800,4512000
4.515,1161200,4517000
4.52,1161600,4522000
4.525,1162000,4527000
4.53,1162400,4532000
4.535,1162800,4537000
4.54,1163200,4542000
4.545,1163600,4547000
4.55,1164000,4552000
4.555,1164400,4557000
4.56,1164800,4562000
4.565,1165200,4567000
4.57,1165600,4572000
4.575,1166000,4577000
4.58,1166400,4582000
4.585,1166800,4587000
4.59,1167200,4592000
4.595,1167600,4597000
4.6,1168000,4602000
4.605,1168400,4607000
4.61,1168800,4612000
4.615,1169200,4617000
4.62,1169600,4622000
4.625,1170000,4627000
4.63,1170400,4632000
4.635,1170800,4637000
4.64,1171200,4642000
4.645,1171600,4647000
4.65,1172000,4652000
4.655,1172400,4657000
4.66,1172800,4662000
4.665,1173200,4667000
4.67,1173600,4672000
4.675,1174000,4677000
4.68,1174400,4682000
4.685,1174800,4687000
4.69,1175200,4692000
4.695,1175600,4697000
4.7,1176000,4702000
4.705,1176400,4707000
4.71,1176800,4712000
4.715,1177200,4717000
4.72,1177600,4722000
4.725,1178000,4727000
4.73,1178400,4732000
4.735,1178800,4737000
4.74,1179200,4742000
4.745,1179600,4747000
4.75,1180000,4752000
4.755,1180400,4757000
4.76,1180800,4762000
4.765,1181200,4767000
4.77,1181600,4772000
4.775,1182000,4777000
4.78,1182400,4782000
4.785,1182800,4787000
4.79,1183200,4792000
4.795,1183600,4797000
4.8,1184000,4802000
4.805,1184400,4807000
4.81,1184800,4812000
4.815,1185200,4817000
4.82,1185600,4822000
4.825,1186000,4827000
4.83,1186400,4832000
4.835,1186800,4837000
4.84,1187200,4842000
4.845,1187600,4847000
4.85,1188000,4852000
4.855,1188400,4857000
4.86,1188800,4862000
4.865,1189200,4867000
4.87,1189600,4872000
4.875,1190000,4877000
4.88,1190400,4882000
4.885,1190800,4887000
4.89,1191200,4892000
4.895,1191600,4897000
4.9,1192000,4902000
4.905,1192400,4907000
4.91,1192800,4912000
4.915,1193200,4917000
4.92,1193600,4922000
4.925,1194000,4927000
4.93,1194400,4932000
4.935,1194800,4937000
4.94,1195200,4942000
4.945,1195600,4947000
4.95,1196000,4952000
4.955,1196400,4957000
4.96,1196800,4962000
4.965,1197200,4967000
4.97,1197600,4972000
4.975,1198000,4977000
4.98,1198400,4982000
4.985,1198800,4987000
4.99,1199200,4992000
4.995,1199600,4997000
5,1200000,5002000
5.005,1200400,5007000
5.01,1200800,5012000
5.015,1201200,5017000
5.02,1201600,5022000
5.025,1202000,5027000
5.03,1202400,5032000
5.035,1202800,5037000
5.04,1203200,5042000
5.045,1203600,5047000
5.05,1204000,5052000
5.055,1204400,5057000
5.06,1204800,5062000
5.065,1205200,5067000
5.07,1205600,5072000
5.075,1206000,5077000
5.08,1206400,5082000
5.085,1206800,5087000
5.09,1207200,5092000
5.095,1207600,5097000
5.1,1208000,5102000
5.105,1208400,5107000
5.11,1208800,5112000
5.115,1209200,5117000
5.12,1209600,5122000
5.125,1210000,5127000
5.13,1210400,5132000
5.135,1210800,5137000
5.14,1211200,5142000
5.145,1211600,5147000
5.15,1212000,5152000
5.155,1212400,5157000
5.16,1212800,5162000
5.165,1213200,5167000
5.17,1213600,5172000
5.175,1214000,5177000
5.18,1214400,5182000
5.185,1214800,5187000
5.19,1215200,5192000
5.195,1215600,5197000
5.2,1216000,5202000
5.205,1216400,5207000
5.21,1216800,5212000
5.215,1217200,5217000
5.22,1217600,5222000
5.225,1218000,5227000
5.23,1218400,5232000
5.235,1218800,5237000
5.24,1219200,5242000
5.245,1219600,5247000
5.25,1220000,5252000
5.255,1220400,5257000
5.26,1220800,5262000
5.265,1221200,5267000
5.27,1221600,5272000
5.275,1222000,5277000
5.28,1222400,5282000
5.285,1222800,5287000
5.29,1223200,5292000
5.295,1223600,5297000
5.3,1224000,5302000
5.305,1224400,5307000
5.31,1224800,5312000
5.315,1225200,5317000
5.32,1225600,5322000
5.325,1226000,5327000
5.33,1226400,5332000
5.335,1226800,5337000
5.34,1227200,5342000
5.345,1227600,5347000
5.35,1228000,5352000
5.355,1228400,5357000
5.36,1228800,5362000
5.365,1229200,5367000
5.37,1229600,5372000
5.375,1230000,5377000
5.38,1230400,5382000
5.385,1230800,5387000
5.39,1231200,5392000
5.395,1231600,5397000
5.4,1232000,5402000
5.405,1232400,5407000
5.41,1232800,5412000
5.415,1233200,5417000
5.42,1233600,5422000
5.425,1234000,5427000
5.43,1234400,5432000
5.435,1234800,5437000
5.44,1235200,5442000
5.445,1235600,5447000
5.45,1236000,5452000
5.455,1236400,5457000
5.46,1236800,5462000
5.465,1237200,5467000
5.47,1237600,5472000
5.475,1238000,5477000
5.48,1238400,5482000
5.485,1238800,5487000
5.49,1239200,5492000
5.495,1239600,5497000
5.5,1240000,5502000
5.505,1240400,5507000
5.51,1240800,5512000
5.515,1241200,5517000
5.52,1241600,5522000
5.525,1242000,5527000
5.53,1242400,5532000
5.535,1242800,5537000
5.54,1243200,5542000
5.545,1243600,5547000
5.55,1244000,5552000
5.555,1244400,5557000
5.56,1244800,5562000
5.565,1245200,5567000
5.57,1245600,5572000
5.575,1246000,5577000
5.58,1246400,5582000
5.585,1246800,5587000
5.59,1247200,5592000
5.595,1247600,5597000
5.6,1248000,5602000
5.605,1248400,5607000
5.61,1248800,5612000
5.615,1249200,5617000
5.62,1249600,5622000
5.625,1250000,5627000
5.63,1250400,5632000
5.635,1250800,5637000
5.64,1251200,5642000
5.645,1251600,5647000
5.65,1252000,5652000
5.655,1252400,5657000
5.66,1252800,5662000
5.665,1253200,5667000
5.67,1253600,5672000
5.675,1254000,5677000
5.68,1254400,5682000
5.685,1254800,5687000
5.69,1255200,5692000
5.695,1255600,5697000
5.7,1256000,5702000
5.705,1256400,5707000
5.71,1256800,5712000
5.715,1257200,5717000
5.72,1257600,5722000
5.725,1258000,5727000
5.73,1258400,5732000
5.735,1258800,5737000
5.74,1259200,5742000
5.745,1259600,5747000
5.75,1260000,5752000
5.755,1260400,5757000
5.76,1260800,5762000
5.765,1261200,5767000
5.77,1261600,5772000
5.775,1262000,5777000
5.78,1262400,5782000
5.785,1262800,5787000
5.79,1263200,5792000
5.795,1263600,5797000
5.8,1264000,5802000
5.805,1264400,5807000
5.81,1264800,5812000
5.815,1265200,5817000
5.82,1265600,5822000
5.825,1266000,5827000
5.83,1266400,5832000
5.835,1266800,5837000
5.84,1267200,5842000
5.845,1267600,5847000
5.85,1268000,5852000
5.855,1268400,5857000
5.86,1268800,5862000
5.865,1269200,5867000
5.87,1269600,5872000
5.875,1270000,5877000
5.88,1270400,5882000
5.885,1270800,5887000
5.89,1271200,5892000
5.895,1271600,5897000
5.9,1272000,5902000
5.905,1272400,5907000
5.91,1272800,5912000
5.915,1273200,5917000
5.92,1273600,5922000
5.925,1274000,5927000
5.93,1274400,5932000
